title,date,content,Noun
‘준비됐나요~’,2016-08-21,"▲ 스페인 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


스페인 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","스페인,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,스페인,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
[올림픽 포토] ‘저 곳을 향해서’,2016-08-21,"▲ 독일 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


독일 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","독일,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,독일,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘거꾸로 쫙쫙 뻗어봐’,2016-08-21,"▲ 이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘멋진 학군무처럼’,2016-08-21,"▲ 이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘통과~했어!’,2016-08-21,"▲ 이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


연합뉴스이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,연합뉴스,이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘빨리 빨리~ 이렇게’,2016-08-21,"▲ 이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


이탈리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,이탈리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘힘껏 날아서’,2016-08-21,"▲ 그리스 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


그리스 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","그리스,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,그리스,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘멋진 도미노 동작’,2016-08-21,"▲ 불가리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


불가리아 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","불가리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,불가리아,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘한쌍이 되어 날다’,2016-08-21,"▲ 우즈베키스탄 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


우즈베키스탄 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","우즈베키스탄,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,우즈베키스탄,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘몇명을 든거야?’,2016-08-21,"▲ 브라질 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스


브라질 팀이 20일(현지시간) 브라질 리우데자네이루 열린 2016 리우올림픽 리듬체조 단체 종합 경기에서 멋진 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","브라질,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,브라질,팀,현지,브라질,리우데자네이루,리우,올림픽,리듬체조,단체,종합,경기,연기,연합뉴스,온라인,뉴스,부"
‘황홀한 유연성’…경이로운 연기,2016-08-21,"▲ 러시아의 Yana Kudryavtseva가 20일(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 2016 리우올림픽 리듬 체조 개인 종합 결선에서 연기를 펼치고 있다. AP 연합뉴스


러시아의 Yana Kudryavtseva가 20일(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 2016 리우올림픽 리듬 체조 개인 종합 결선에서 연기를 펼치고 있다. AP 연합뉴스온라인뉴스부 iseoul@seoul.co.kr","러시아,현지,브라질,리우데자네이루,올림픽,경기장,리우,올림픽,리듬,체조,개인,종합,결선,연기,연합뉴스,러시아,현지,브라질,리우데자네이루,올림픽,경기장,리우,올림픽,리듬,체조,개인,종합,결선,연기,연합뉴스,온라인,뉴스,부"
브라질 올림픽축구 네이마르 “다신 주장 안한다” 눈물,2016-08-21,"▲ 브라질 올림픽축구 울어버린 네이마르. AP연합


브라질 올림픽 축구대표팀 주장 네이마르(24)가 브라질에 금메달을 안긴 뒤 “다신 주장을 하지 않겠다”고 말했다. 네이마르는 21일(한국시간) 리우데자네이루 마라카낭 경기장에서 열린 2016 리우올림픽 독일과 결승전에서 승리한 뒤 현지 매체 글로보TV와 인터뷰에서 이같이 밝혔다. 브라질 로게리오 미칼 감독은 “그의 의사를 존중한다.네이마르에게 박수를 보내고 싶다”라고 말했다.2014년 22세 때부터 주장을 맡았던 네이마르는 18세였던 2010년부터 뛰어난 기량을 선보인 까닭에 30대 베테랑 선배들을 이끌며 주장 자리를 소화했다. 네이마르는 리우 올림픽에서 독일과 결승전 승부차기 마지막 키커의 책임까지 도맡았다.슈팅 한 번에 브라질의 우승 여부가 달린 상황에서 네이마르는 공을 찼고, 독일 골망을 흔든 뒤 네이마르는 하염없이 눈물을 흘렸다. 






온라인뉴스부 iseoul@seoul.co.kr","브라질,올림픽,축구,네이마르,연합,브라질,올림픽,축구,대표팀,주장,네이마르,브라질,금메달,뒤,주장,네이마르,한국,리우데자네이루,마라카낭,경기장,리우,올림픽,독일,결승전,승리,뒤,현지,매체,글,보,인터뷰,브라질,리오,칼,감독,의사,존중,네이마르,박수,주장,네이마르,기량,까닭,베테,선배,주장,자리,소화,네이마르,리우,올림픽,독일,결승전,승부차기,마지막,키,책임,도,슈팅,번,브라질,우승,상황,네이마르,공,독일,골망,뒤,네이마르,눈물,온라인,뉴스,부"
[서울포토] ‘후프와 함께 날아서’,2016-08-21,"▲ 러시아 마문 선수가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


러시아 마문 선수가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","러시아,마문,선수,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단,러시아,마문,선수,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘둥근 후프는 내몸으로 연출’,2016-08-21,"▲ 아제르바이젠 마리나가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


아제르바이젠 마리나가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","제르,바이,젠,마리나,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단,제르,바이,젠,마리나,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘발로 잡는게 더 쉬워요’,2016-08-21,"▲ 아제르바이젠 마리나가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


아제르바이젠 마리나가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","제르,바이,젠,마리나,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단,제르,바이,젠,마리나,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단"
"[서울포토] ‘앗, 나의 실수’",2016-08-21,"▲ 러시아 야나 쿠드랍체바가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 곤봉 연기 실수 후 아쉬워하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


러시아 야나 쿠드랍체바가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 리듬체조 결선에서 곤봉 연기 실수 후 아쉬워하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","러시아,쿠드,랍,체바,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,곤봉,연기,실수,후,리우데자네이루,올림픽,사진,공동,취재,단,러시아,쿠드,랍,체바,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리듬체조,결선,곤봉,연기,실수,후,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘카리스마’ 후프 연기,2016-08-21,"▲ 러시아의 마르게리타 마문이 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


러시아의 마르게리타 마문이 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","러시아,마르,리타,마문,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단,러시아,마르,리타,마문,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘후프가 나올 틈 없이’,2016-08-21,"▲ 러시아의 마르게리타 마문이 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


러시아의 마르게리타 마문이 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 후프 연기를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","러시아,마르,리타,마문,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단,러시아,마르,리타,마문,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,후프,연기,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘금메달 박인비’ 태극기 입고,2016-08-21,"▲ 박인비가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 골프경기장에서 열린 여자 골프 4라운드 경기에서 금메달을 차지했다.태극기를 맨 박인비가 손은 흔들어 인사하고있다.2016.8.20/리우데자네이루=올림픽사진공동취재단


박인비가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 골프경기장에서 열린 여자 골프 4라운드 경기에서 금메달을 차지했다.태극기를 맨 박인비가 손은 흔들어 인사하고있다.2016.8.20/리우데자네이루=올림픽사진공동취재단","박인비,오후,현지,브라질,리우데자네이루,올림픽,골프,경기장,여자,골프,라운드,경기,금메달,차지,태극기,맨,박인비,손,인사,리우데자네이루,올림픽,사진,공동,취재,단,박인비,오후,현지,브라질,리우데자네이루,올림픽,골프,경기장,여자,골프,라운드,경기,금메달,차지,태극기,맨,박인비,손,인사,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘금메달’ 박인비 ‘두팔 번쩍’,2016-08-21,"▲ 여자골프 박인비가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 골프코스에서 열린 2016 리우올림픽 여자골프 파이널 라운드에서 금메달을 확정 지은 직후 두손을 들며 기뻐하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


여자골프 박인비가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 골프코스에서 열린 2016 리우올림픽 여자골프 파이널 라운드에서 금메달을 확정 지은 직후 두손을 들며 기뻐하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","여자,골프,박인비,오후,현지,브라질,리우데자네이루,올림픽,골프,코스,리우,올림픽,여자,골프,파이널,라운드,금메달,확정,지은,직후,손,리우데자네이루,올림픽,사진,공동,취재,단,여자,골프,박인비,오후,현지,브라질,리우데자네이루,올림픽,골프,코스,리우,올림픽,여자,골프,파이널,라운드,금메달,확정,지은,직후,손,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘4위 손연재’ 볼에 입맞춤,2016-08-21,"▲ 손연재가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 볼 연기를 마친 후 볼에 키스를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


손연재가 20일 오후(현지시간) 브라질 리우데자네이루 바하 리우올림픽 경기장에서 열린 2016 리우올림픽 리듬체조 결선에서 볼 연기를 마친 후 볼에 키스를 하고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","손연재,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,볼,연기,후,볼,키스,리우데자네이루,올림픽,사진,공동,취재,단,손연재,오후,현지,브라질,리우데자네이루,바하,리우,올림픽,경기장,리우,올림픽,리듬체조,결선,볼,연기,후,볼,키스,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘4위 손연재’ 멋진 연기,2016-08-21,"▲ 손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단,손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘4위 손연재’ 멋진 연기,2016-08-21,"▲ 손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단,손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘4위 손연재’ 멋진 연기,2016-08-21,"▲ 손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단","손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단,손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단"
[서울포토] ‘4위 손연재’ 멋진 연기,2016-08-21,"▲ 손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다./2016.8.20/리우데자네이루=올림픽사진공동취재단


손연재가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 경기장에서 열린 리듬체조 결선에서 리본 공연을 펼치고 있다. 리우데자네이루=올림픽사진공동취재단","손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단,손연재,오후,현지,브라질,리우데자네이루,올림픽,경기장,리듬체조,결선,리본,공연,리우데자네이루,올림픽,사진,공동,취재,단"
"네이마르, 브라질 독일 결승서 활짝 ‘역시는 역시’",2016-08-21,"▲ 브라질 독일 꺾고 금메달네이마르 ‘이거 정말 먹고 싶었어’


네이마르(바르셀로나)는 올림픽에서도 ‘역시’ 최고임을 입증하며 브라질에 금메달을 안겼다. 브라질은 21일(한국시간) 리우데자네이루 마라카낭 경기장에서 열린 2016 리우데자네이루 올림픽 남자축구 결승전에서 독일을 상대로 120분 연장혈투 끝에 1-1로 비긴 뒤 승부차기 끝에 5-4로 승리했다.월드컵 역대 최다 우승국(5회)인 브라질이 올림픽에서 우승한 것은 이번이 처음이다. 네이마르는 이날 결승전에서 말 그대로 ‘원맨쇼’를 펼쳤다. 선제골을 책임진 네이마르는 승부차기에서 4-4로 숨 막히는 상황에서 브라질의 마지막 키커로 나서 우승을 확정하는 득점까지 책임졌다.브라질의 역대 첫 올림픽 우승이 확정되는 순간이었고,네이마르는 첫 우승의 마침표를 찍으며 이름값을 해냈다. 우승이 확정되자 네이마르는 통곡했다. 이번 대회에 쏟아진 부담을 떨쳐냈다는 해방감이 밀려왔다.






온라인뉴스부 iseoul@seoul.co.kr","브라질,독일,금메달,네이마르,거,정말,네이마르,바르셀로나,올림픽,역시,최고,임,입증,브라질,금메달,브라질,한국,리우데자네이루,마라카낭,경기장,리우데자네이루,올림픽,남자,축구,결승전,독일,상대로,연장,혈투,끝,비긴,뒤,승부차기,끝,승리,월드컵,역대,최,우승,국,인,브라질,올림픽,처음,네이마르,날,결승전,그대로,쇼,선제골,네이마르,승부차기,숨,상황,브라질,마지막,키,우승,확정,득점,브라질,역대,첫,올림픽,우승,확정,순간,네이마르,첫,우승,마침표,이름,값,우승,확정,네이마르,통곡,대회,부담,해방,감,온라인,뉴스,부"
"박인비, 남편과 기쁨의 뜨거운 포옹",2016-08-21,여자골프 박인비가 20일 오후(현지시간) 브라질 리우데자네이루 올림픽 골프코스에서 열린 2016 리우올림픽 여자골프 파이널 라운드에서 금메달을 목에 건 뒤 경기장을 나서며 남편 남기협씨와 포옹하고 있다. 리우데자네이루=올림픽사진공동취재단,"여자,골프,박인비,오후,현지,브라질,리우데자네이루,올림픽,골프,코스,리우,올림픽,여자,골프,파이널,라운드,금메달,목,건,뒤,경기장,남편,협,포옹,리우데자네이루,올림픽,사진,공동,취재,단"
금메달 박인비 뒤 박세리 “매일 아침 선수들 위해 요리사 자처”,2016-08-21,"▲ 금메달 박인비 뒤에 박세리 있었다여자골프 박세리 감독이 20일 오후(현지시간) 브라질 리우데자네이루 올림픽골프 코스에서 박인비 선수가 금메달을 확정하자 기쁨의 눈물을 흘리고 있다. /2018.8.20/ 리우데자네이루=올림픽사진공동취재단


리우데자네이루 올림픽 여자골프 대표팀을 이끈 박세리(39·하나금융그룹)감독의 따뜻한 보살핌이 선수들에게 큰 힘이 됐다.박세리 감독은 21일(한국시간) 브라질 리우데자네이루 올림픽 골프코스에서  박인비(28·KB금융그룹)가 리우올림픽 금메달을 확정한 후 기자들과 만나 “지금이 제일 좋다. 지금의 감동이 가장 좋다”며 감격스러워 했다.박 감독은 감독으로서 선수들을 지도할 뿐 아니라, 선수들이 즐거운 마음을 가질 수 있도록 농담을 주도하고, 최고의 컨디션에서 경기할 수 있도록 요리사 역할까지 했다.양희영(27·PNS창호)은 “박 감독님이 계신 것만으로도 힘이 됐다. 저도 그분을 보고 골프를 시작했기 때문이다”라고 박세리 감독의 존재감을 설명했다. 이어 “이번 주에 팀원들을 잘 챙겨주셨다.먹는 것, 입는 것, 숙소까지 잘 챙겨주셔서 감사하다”고 말했다.기억에 남는 요리로 ‘부대찌개’를 꼽은 양희영은 “매일 아침 식사를 차려주셨다.오늘 아침에도 샌드위치를 챙겨주셨다.경기 중에도 선수들이 허기지지 않도록 육포 등 간식을 챙겨주셨다”고 박세리 감독의 살뜰한 보살핌에 감사를 전했다.박 감독은 “메달 부담을 덜기 위해서는 제가 더 편하게 대해줘야 했다. 그래서 재밌게 잘 보냈다.농담도 주고받고, 서로 의지했다. 그런 힘이 컸다”고 돌아봤다. 박 감독이 선수들에게 가장 많이 한 말은 “최선을 다하자”였다. 그 이상은 이야기하지 않았다.박인비는 올 시즌 손가락 부상으로 미국여자프로골프(LPGA) 투어를 제대로 뛰지 못했고,성적도 나오지 않았다. 리우올림픽에 출전할 수 없을지도 모른다는 불안감도 생겼다. 하지만 보란 듯이 금메달을 따며 한국 골프 역사에 새 기록을 썼다.






온라인뉴스부 iseoul@seoul.co.kr","금메달,박인비,뒤,박세리,여자,골프,박세리,감독,오후,현지,브라질,리우데자네이루,올림픽,골프,코스,박인비,선수,금메달,확정,기쁨,눈물,리우데자네이루,올림픽,사진,공동,취재,단,리우데자네이루,올림픽,여자,골프,대표팀,박세리,금융,그룹,감독,선수,힘,박세리,감독,한국,브라질,리우데자네이루,올림픽,골프,코스,박인비,금융,그룹,리우,올림픽,금메달,확정,후,지금,제일,지금,감동,가장,감격,박,감독,감독,선수,지도,뿐,선수,마음,농담,최고,컨디션,경기,요리사,역할,희영,창호,은,박,감독,힘,분,보고,골프,시작,때문,박세리,감독,존재,감,설명,주,팀원,숙소,기억,요리,부대찌개,꼽,희영,매일,아침,식사,오늘,아침,샌드위치,경기,선수,육포,간식,박세리,감독,살뜰,감사,박,감독,메달,부담,대해,농담,서로,의지,힘,박,감독,선수,가장,최선,하자,이상은,이야기,박인비,시즌,손가락,부상,미국,여자,프로,골프,투어,제대로,성적,리우,올림픽,출전,불안감,듯이,금메달,한국,골프,역사,기록,온라인,뉴스,부"
‘눈물이 왈칵’ 박세리 감독,2016-08-21,여자골프 박세리 감독이 20일 오후(현지시간) 브라질 리우데자네이루 올림픽골프 코스에서 박인비 선수가 금메달을 확정하자 기쁨의 눈물을 흘리고 있다. 리우데자네이루=올림픽사진공동취재단,"여자,골프,박세리,감독,오후,현지,브라질,리우데자네이루,올림픽,골프,코스,박인비,선수,금메달,확정,기쁨,눈물,리우데자네이루,올림픽,사진,공동,취재,단"
‘금메달’ 박인비 ‘이것이 금맛’,2016-08-21,박인비 선수가 20일(현지시각) 브라질 리우데자네이루 바하 올림픽 골프코스에서 열린 여자골프 마지막 4라운드에서 우승하고 금메달을 차지했다. 리우데자네이루=올림픽사진공동취재단,"박인비,선수,현지,브라질,리우데자네이루,바하,올림픽,골프,코스,여자,골프,마지막,라운드,금메달,차지,리우데자네이루,올림픽,사진,공동,취재,단"
